Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collecting_institution,collection_date,collector_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_capture_status,Sample Name,Sample_Name,SRA_accession,SRA Study,Submitter_Id,Title,host_subject_id
ERR5699062,AMPLICON,assembly,68,88064766,PRJEB43269,SAMEA8239394,14352234,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414475,SAMEA8239394,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239394,cov-100001877224,ERS5925664,ERP127218,cov-100001877224,SARS-Cov2 Haut-de-France samples,120321-469
ERR5699063,AMPLICON,assembly,69,83842331,PRJEB43269,SAMEA8239395,14872389,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414476,SAMEA8239395,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239395,cov-100001877225,ERS5925665,ERP127218,cov-100001877225,SARS-Cov2 Haut-de-France samples,120321-470
ERR5699064,AMPLICON,assembly,69,77113129,PRJEB43269,SAMEA8239396,12451236,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414477,SAMEA8239396,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239396,cov-100001877226,ERS5925666,ERP127218,cov-100001877226,SARS-Cov2 Haut-de-France samples,120321-471
ERR5699065,AMPLICON,assembly,69,58132425,PRJEB43269,SAMEA8239397,11951707,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414478,SAMEA8239397,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239397,cov-100001877228,ERS5925667,ERP127218,cov-100001877228,SARS-Cov2 Haut-de-France samples,120321-472
ERR5699066,AMPLICON,assembly,68,66971454,PRJEB43269,SAMEA8239398,10924127,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414479,SAMEA8239398,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239398,cov-100001877229,ERS5925668,ERP127218,cov-100001877229,SARS-Cov2 Haut-de-France samples,120321-473
ERR5699067,AMPLICON,assembly,69,82845480,PRJEB43269,SAMEA8239399,13548240,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414480,SAMEA8239399,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239399,cov-100001877230,ERS5925669,ERP127218,cov-100001877230,SARS-Cov2 Haut-de-France samples,120321-474
ERR5699068,AMPLICON,assembly,68,86183509,PRJEB43269,SAMEA8239400,13837415,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414481,SAMEA8239400,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239400,cov-100001877231,ERS5925670,ERP127218,cov-100001877231,SARS-Cov2 Haut-de-France samples,120321-475
ERR5699069,AMPLICON,assembly,69,76227899,PRJEB43269,SAMEA8239401,12745220,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414482,SAMEA8239401,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239401,cov-100001877232,ERS5925671,ERP127218,cov-100001877232,SARS-Cov2 Haut-de-France samples,120321-476
ERR5699070,AMPLICON,assembly,68,93660276,PRJEB43269,SAMEA8239402,14819596,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414483,SAMEA8239402,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239402,cov-100001877233,ERS5925672,ERP127218,cov-100001877233,SARS-Cov2 Haut-de-France samples,120321-477
ERR5699071,AMPLICON,assembly,69,83333796,PRJEB43269,SAMEA8239403,13639882,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414484,SAMEA8239403,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239403,cov-100001877234,ERS5925673,ERP127218,cov-100001877234,SARS-Cov2 Haut-de-France samples,120321-478
ERR5699072,AMPLICON,assembly,69,59760967,PRJEB43269,SAMEA8239404,12720754,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414485,SAMEA8239404,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239404,cov-100001877235,ERS5925674,ERP127218,cov-100001877235,SARS-Cov2 Haut-de-France samples,120321-479
ERR5699073,AMPLICON,assembly,68,37772828,PRJEB43269,SAMEA8239405,6311189,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414486,SAMEA8239405,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239405,cov-100001877236,ERS5925675,ERP127218,cov-100001877236,SARS-Cov2 Haut-de-France samples,120321-480
ERR5699074,AMPLICON,assembly,69,66597424,PRJEB43269,SAMEA8239406,12340332,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414487,SAMEA8239406,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239406,cov-100001877237,ERS5925676,ERP127218,cov-100001877237,SARS-Cov2 Haut-de-France samples,120321-481
ERR5699075,AMPLICON,assembly,69,81589599,PRJEB43269,SAMEA8239407,13172843,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414488,SAMEA8239407,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239407,cov-100001877238,ERS5925677,ERP127218,cov-100001877238,SARS-Cov2 Haut-de-France samples,120321-482
ERR5699076,AMPLICON,assembly,69,51146450,PRJEB43269,SAMEA8239408,9513932,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414489,SAMEA8239408,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239408,cov-100001877239,ERS5925678,ERP127218,cov-100001877239,SARS-Cov2 Haut-de-France samples,120321-483
ERR5699077,AMPLICON,assembly,68,77247419,PRJEB43269,SAMEA8239409,12269372,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414490,SAMEA8239409,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239409,cov-100001877240,ERS5925679,ERP127218,cov-100001877240,SARS-Cov2 Haut-de-France samples,120321-484
ERR5699078,AMPLICON,assembly,69,67214369,PRJEB43269,SAMEA8239410,12164901,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414491,SAMEA8239410,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239410,cov-100001877241,ERS5925680,ERP127218,cov-100001877241,SARS-Cov2 Haut-de-France samples,120321-485
ERR5699079,AMPLICON,assembly,68,67414947,PRJEB43269,SAMEA8239411,11227907,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414492,SAMEA8239411,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239411,cov-100001877242,ERS5925681,ERP127218,cov-100001877242,SARS-Cov2 Haut-de-France samples,120321-486
ERR5699080,AMPLICON,assembly,68,113554979,PRJEB43269,SAMEA8239412,17889168,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414493,SAMEA8239412,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239412,cov-100001877243,ERS5925682,ERP127218,cov-100001877243,SARS-Cov2 Haut-de-France samples,120321-487
ERR5699081,AMPLICON,assembly,69,92137123,PRJEB43269,SAMEA8239413,16553415,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414494,SAMEA8239413,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239413,cov-100001877244,ERS5925683,ERP127218,cov-100001877244,SARS-Cov2 Haut-de-France samples,120321-488
ERR5699082,AMPLICON,assembly,69,61459732,PRJEB43269,SAMEA8239414,12539087,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414495,SAMEA8239414,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239414,cov-100001877245,ERS5925684,ERP127218,cov-100001877245,SARS-Cov2 Haut-de-France samples,120321-489
ERR5699083,AMPLICON,assembly,69,63239094,PRJEB43269,SAMEA8239415,12142570,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414496,SAMEA8239415,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239415,cov-100001877246,ERS5925685,ERP127218,cov-100001877246,SARS-Cov2 Haut-de-France samples,120321-490
ERR5699084,AMPLICON,assembly,68,72906505,PRJEB43269,SAMEA8239416,12603918,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414497,SAMEA8239416,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239416,cov-100001877247,ERS5925686,ERP127218,cov-100001877247,SARS-Cov2 Haut-de-France samples,120321-491
ERR5699085,AMPLICON,assembly,68,80203247,PRJEB43269,SAMEA8239417,13702893,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414498,SAMEA8239417,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239417,cov-100001877248,ERS5925687,ERP127218,cov-100001877248,SARS-Cov2 Haut-de-France samples,120321-492
ERR5699086,AMPLICON,assembly,69,86386682,PRJEB43269,SAMEA8239418,13881038,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414499,SAMEA8239418,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239418,cov-100001877249,ERS5925688,ERP127218,cov-100001877249,SARS-Cov2 Haut-de-France samples,120321-493
ERR5699087,AMPLICON,assembly,69,54201934,PRJEB43269,SAMEA8239419,9412936,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414500,SAMEA8239419,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239419,cov-100001877252,ERS5925689,ERP127218,cov-100001877252,SARS-Cov2 Haut-de-France samples,120321-494
ERR5699088,AMPLICON,assembly,69,79834331,PRJEB43269,SAMEA8239420,13017323,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414501,SAMEA8239420,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239420,cov-100001877253,ERS5925690,ERP127218,cov-100001877253,SARS-Cov2 Haut-de-France samples,120321-495
ERR5699089,AMPLICON,assembly,69,70647207,PRJEB43269,SAMEA8239421,12033088,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414502,SAMEA8239421,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239421,cov-100001877254,ERS5925691,ERP127218,cov-100001877254,SARS-Cov2 Haut-de-France samples,120321-496
ERR5699090,AMPLICON,assembly,69,38044467,PRJEB43269,SAMEA8239422,6281521,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414503,SAMEA8239422,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239422,cov-100001877255,ERS5925692,ERP127218,cov-100001877255,SARS-Cov2 Haut-de-France samples,120321-497
ERR5699091,AMPLICON,assembly,68,90436733,PRJEB43269,SAMEA8239423,14320139,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414504,SAMEA8239423,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239423,cov-100001877256,ERS5925693,ERP127218,cov-100001877256,SARS-Cov2 Haut-de-France samples,120321-498
ERR5699092,AMPLICON,assembly,68,90818494,PRJEB43269,SAMEA8239424,14154486,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414505,SAMEA8239424,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239424,cov-100001877257,ERS5925694,ERP127218,cov-100001877257,SARS-Cov2 Haut-de-France samples,120321-499
ERR5699093,AMPLICON,assembly,68,73200811,PRJEB43269,SAMEA8239425,11684869,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414506,SAMEA8239425,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239425,cov-100001877258,ERS5925695,ERP127218,cov-100001877258,SARS-Cov2 Haut-de-France samples,120321-500
ERR5699094,AMPLICON,assembly,69,74608298,PRJEB43269,SAMEA8239426,12591712,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414507,SAMEA8239426,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:05:00Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239426,cov-100001877259,ERS5925696,ERP127218,cov-100001877259,SARS-Cov2 Haut-de-France samples,120321-501
